img_id,url,ad_bodies_clean,page_name,max_count,language
ad_1000059292122627_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_iFaNNO8CmR7xQG4,"'Finesse du goût, explosion de bonheur'",Aquarius,5,FR
ad_1000059814917548_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_wDdYtepq94ykLyy,'Ontdek het belang van dagelijkse hydratatie',Aquarius,5,NL
ad_1000060464592076_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_EOpdHb3SelvUi92,'Une blonde fraîche et pleine de goût ? 666 fois oui.  #duvel666 #666goodreasons',Duvel,5,FR
ad_1000084181569778_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_DSu2Vd6joU0iBGk,"""Bij Colruyt hebben ze een voorliefde voor lokale smaken, en laat dat nu net hetgene zijn waar wij in uitblinken! 🤗💙<br><br>Al sinds 1935, toen Staf Janssens met een tonnetje ijs op de kruiwagen door de straten van Tielen trok, hecht IJsboerke veel belang aan kwaliteit. Bij elke hap (of lik 😉) proef je niet alleen natuurlijke en dagverse ingrediënten, maar ook lokaal vakmanschap!<br><br>Met hun passie voor lekkers van hier, doet @colruyt_be er alles aan om ons IJsboerke ijs met de grootste zorg tot bij klanten te brengen. Van de klimaatneutrale koeling in de distributiecentra tot energiezuinige diepvrieskoffers in de winkels en alle stappen daartussenin.<br><br>Benieuwd naar onze samenwerking? Klik dan snel door naar 👉 #linkinbio<br><br>___<br><br>Chez Colruyt, ils fondent pour les produits locaux, et c'est précisément là que nous excellons ! 🤗💙<br><br>En 1935, Staf Janssens accordait déjà la plus grande importance à la qualité des glaces qu’il vendait en porte à porte avec sa charrette dans les rues de Tielen (province d’Anvers). Et cette passion du métier se ressent encore aujourd’hui dans chaque cuillère de glace IJsboerke. Une glace fortement attachée aux ingrédients frais et naturels de son terroir campinois.<br><br>Grâce à leur passion des délices d’ici, Colruyt met tout en œuvre pour vous faire profiter des délicieuses glaces d'IJsboerke dans les meilleures conditions. Leur système de réfrigération climatiquement neutre dans leurs centres de distribution, ainsi que leur transport et surgélateurs-coffres à haut rendement, y contribuent tous.<br><br>Pour en savoir plus sur notre collaboration, jetez un coup d’œil au 👉 #lienenbio<br><br>#ijsboerke #madeinbelgium #pleziervanhier #plaisirdici #colruyt #colruytgroup""",IJSBOERKE,5,BOTH
ad_1000574938308670_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_Bk5fUX1o5qP1MsC,'La Nature est au cœur de toutes nos réflexions. Le design de la nouvelle Grande Réserve Collector 2024 reflète la magnifique région de Chimay.<br>👉 https://chimay.com/grande-reserve-collector/',Chimay,5,FR
ad_1000603661178813_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_TlzNB54MvFXTWmX,"'Je controller af en toe neerleggen kan een hele uitdaging zijn, we know. Maar voor deze smakelijke Croky Rollers doen we het graag. 😉<br>-<br>Poser sa manette de temps en temps peut être un véritable défi, nous le savons. Mais pour ces savoureux Croky Rollers, nous sommes heureux de le faire 😉<br>✌️ <br>#Croky #CrokyChips #CrokyRollers #NewFlavors #SweetIndianCurry #SmokeyBarbecue #MexicanTaco #Gaming'",Croky,5,BOTH
ad_1000696924800502_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4INiBU6CNSMpQkA,'Geniet van een maximale smaakexplosie',Croky,5,NL
ad_1000701977844558_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_nFNyxOVVD3i9eLM,"'On ne peut pas allez plus fou que les lundis fous 🤪 ! Chaque lundi, vous pouvez obtenir une délicieuse pizza à partir de 6€. Commandez la vôtre dès maintenant 👇 !'",Domino's Pizza Belgium,5,FR
ad_1000733311160879_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_qZm5AzRMwR2m4O6,Ad text not available.,Croky,5,NONE
ad_1000814214311900_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_K4v34wgKkW9f6AV,"'Het is weer International Gin & Tonic day! Bombay en Schweppes slaan ook dit jaar de handen weer in elkaar. Vier jij mee met de heerlijke, vernieuwde recepten? ? 🍸 <br>💙Recept 1 Vul het glas met ijsblokjes en giet 40 ml Bombay Sapphire Gin over het ijs heen. Voeg de citroensap, amandel siroop en Schweppes Selection Hibiscus toe. Roer en garneer vervolgens met limoenzeste en framboos. <br>💛Recept 2 Doe ijsblokjes in het glas en schenk 50 ml Bombay Citron Pressé. Schenk langzaam Schweppes Selection Pomelo & Nepalese Berry en top af met een schijfje pompelmoes en een takje rozemarijn.<br>🤍Recept 3 Vul het glas met ijsblokjes en schenk 50 ml Bombay London Dry gin. Vul het glas langzaam met Schweppes Selection Pink Pepper. Roer en voeg tot slot de zeste van citroen toe.'",Schweppes Belgium,5,NL
ad_1000862564565376_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0vlm6v1SmktkQii,"'Voor (m)elk wat wils: of je nu kiest voor groeimelk of een plantaardige groeidrink, bij Bambix zorgen we ervoor dat je peuter alle belangrijke voedingsstoffen krijgt. 🐻🥛<br>📷 @lincy_demy_elly', 'Waarom kiezen voor Bambix rijst groeidrink?<br>✅ 100% plantaardig<br>✅ Verrijkt met vitaminen en mineralen<br>✅ Laag in suikers<br>✅ Lactose- en glutenvrij<br>📷 @lincy_demy_elly', 'Met Bambix wordt de wereld ontdekken echt lekker.😋<br>Plantaardig of op basis van koemelk, onze groeidrinks bevatten alle essentiële voedingsstoffen die je peuter nodig heeft.🥛<br>📷 @lincy_demy_elly'",Bambix Belgium,5,NL
ad_1001343031063026_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_KZjQRobsKRksLoa,'Bon appétit l’équipe ! 🥰<br><br>#otacosbe #frenchtacos #frenchtacosboss #otacos',O'tacos Belgium,5,FR
ad_1001394494928621_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_BYMHrLcoLvHrv5l,'Les sourires doivent être célébrés ! Tentez de gagner un voyage en Italie avec la personne qui vous fait sourire 🛵',Nutella,5,FR
ad_1001528444888879_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_rsW2b2W4gpnJwkP,"""Amoureux du ballon rond et de chocolat ? ⚽ Nos 8 petits ballons de foot aux couleurs des équipes nationales débarquent  ! 🍫 <br>Parfait pour encourager votre équipe préférée jusqu'à la victoire. 🏆"", 'Nos ballons de foot en chocolat sont là pour vous accompagner à chaque but marqué ! 🥅 <br>Et avec nos 8 ballons, vous pourrez facilement former le drapeau de votre pays de coeur. 🇧🇪<br>Rendez-vous dans votre magasin Leonidas ou sur notre site pour les découvrir !'",Leonidas,5,FR
ad_1001848187533129_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_BlYkAoFjbkDKzYQ,"""Deviens Shift Leader chez Burger King ! Gère ta propre équipe et décroche des opportunités royales, avec la sécurité de l'emploi. 🙌""",Burger King Belgique,5,FR
ad_1001963277592314_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_OWBAqDbc1HuAhaG,"""Où est Quickos, un nouveau jeu pour tes enfants dans l'app MyQuick. Mets tes enfants sur la piste de Quickos pour gagner de super cadeaux. 🥳 \u200b""",Quick Belgium,5,FR
ad_1002149664797569_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_Jo3gdiIadWMaBQn,'Faites vos réserves de produits gratuits ... idéal pour toute la famille ! 😁',Delhaize,5,FR
ad_1002243321425461_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_lolnjs9VhXPzGB2,'‼️ Savourez notre Crunchy burger délicieux pour seulement 2 € chez KFC. 🍔',KFC Belgium,5,FR
ad_1002310914410743_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_YRx9uv0MmARPiuW,"'❗️Alles afgevinkt? 😉 Deze ribbetjes in een sticky saus van ananassap, barbecue kruiden en limoen doen je sowieso likkebaarden. 😋'",Bosto,5,NL
ad_1002319464717040_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3rJL20cUVYk7Hsw,"'❤️ Pour la meilleure maîtresse du monde ! ❤️<br><br>Quoi de mieux qu’un beau bricolage fait avec ses petites mains pour dire merci à sa maîtresse préférée ?<br><br>Un joli pot de confiture Bonne Maman vide, un peu de terreau, une jolie plante, quelques petits cailloux, de la ficelle et voici un magnifique cadeau à lui offrir pour montrer toute votre affection ! 🎁🥰<br><br>Découvrez les différentes étapes sur notre site (lien en BIO et en story 🔗).<br><br>#BonneMaman #DIY #bricolage #maitresse #terrarium #recyclage #confiture #plante #cadeau #affection <br><br>- - -<br><br>❤️ De beste leerkracht ter wereld ben jij! ❤️<br><br>Hoe kun je je favoriete leerkracht beter bedanken dan met een prachtig knutselwerkje dat je zelf hebt gemaakt?<br><br>Een mooie lege Bonne Maman confituurpot, wat potgrond, een mooi plantje, een paar kleine steentjes, wat touw en je hebt een prachtig cadeau om jouw dankbaarheid te tonen! 🎁🥰<br><br>Ontdek alle stappen op onze website (Link in bio en verhaal 🔗)<br><br>#BonneMaman #DIY #leerkrachten #terrarium #recyclage #confituur #plant #cadeau'",Bonne Maman Belgique,5,BOTH
ad_1002321007661512_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_UNnXY7aEOjlBp8j,"'Did you know? This symbol is a graphically designed hop leaf! Hops help to keep beer fresher, longer and is a key component of a beer’s aroma and flavour 🍺 Our iconic logo was introduced in 1904 designed by the Danish architect Thorvald Bindesbøll !'",Carlsberg,5,EN
ad_1002564990973937_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_lDLducpScLFREb1,"'🚀 Besoin d’un coup de boost ce matin ?<br>🥰 Pour vous servir un café… et un sourire, notre dream team répond toujours à l’appel ! Don’t worry, be happy : vous êtes chez Deli 🤗 #qualityservice #7JoursSur7<br><br>🚀 Een kleine opkikker nodig deze ochtend?<br>🥰 Ons dream team staat altijd klaar om je een koffie te schenken… en een glimlach! Don’t worry, be happy: je bent bij Deli 🤗 #qualityservice #7DagenOp7<br>.<br>.<br>.<br>.<br>#morningboost #coffeelover #morningvibes #coffeetime #dreamteam #teamworkmakesthedreamwork #smileeveryday #goodmood #goodfoodgoodmood #breakfastonthego #morningmood'",Delitraiteur,5,BOTH
ad_1002594261028498_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_fRn7HvEqtDAO0oF,'#Wedstrijd 🎁<br><br>Hou je van een uitdaging en ben je een zoetekauw? 😎 Test je geheugen en probeer een van de 4 Bonne Maman Adventskalenders te winnen!<br><br>Veel succes allemaal 🍀',Bonne Maman Belgique,5,NL
ad_1002813824301435_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_G9WHcBRoACxog4H,"""Job alert! We zijn dringend op zoek naar enthousiaste collega's voor ons gloednieuwe restaurant in de Belliardstraat 106, Etterbeek.<br>Join the family of Le Pain Quotidien 🥖<br> Contact : simo.berrada@lepainquotidien.com""",Le Pain Quotidien Belgium,5,BOTH
ad_1002934034142928_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_zjUvIDQqEi0D7yL,"'De tijd vliegt! Bestel snel je Bonne Maman adventskalender voordat het te laat is en ontdek een selectie van 23 lekkernijen 🎁 confituur, smeerpasta’s, gelei, koekjes, vruchtengelei, infusies en zelfs een extra verrassing voor eerste kerstdag. 🎅<br><br>⚠️ Beperkt verkrijgbaar, exclusief in onze webshop'",Bonne Maman Belgique,5,NL
ad_1002935847629192_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_m0v3OuKn3v1PRDN,"'Qui dit automne, dit… potiron ! 🧡 Cette grosse courge accompagne à merveille les pâtes. Découpez le potiron en petits dés que vous ferez revenir à la poêle, avec un peu de thym et de romarin et éventuellement un filet de citron. Salez, poivrez, saupoudrez de parmesan et ajoutez vos pâtes cuites dans la poêle, avec un peu d’huile d’olive : le tour est joué en 15 minutes top chrono !<br><br>#Soubry #Pates #Potiron #RecettesAutomne'",Soubry,5,FR
ad_1002954227567295_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5h7ff7oO1Nkg021,"""Gagne des récompenses exclusives en téléchargeant maintenant l'application Desperados Dance Club.""",Desperados,5,FR
ad_1002970700917467_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_83kherzqdlzoMrn,"""Qu'ils aiment dessiner sur le tableau magnétique, dans un livre de bricolage ou sur les Barbies de la maison, vous trouverez tous les jouets que vous cherchez chez Lidl.""",Lidl Belgium,5,FR
ad_1003006951166649_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_EhSUB3isouxwiD7,'Ben jij gefascineerd door hoe onze winkels altijd vol producten liggen? 🤯 Word onze Supply Chain Planner en neem de bestellingen #vandenALDI in handen.',ALDI Belgium,5,NL
ad_1003010920904353_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_BfzQrRWOzNI377K,'Kleine avonturiers hebben nood aan magische snacks! Bootjes met viervruchtenconfituur van Materne zijn een topper voor een fruitige zoetigheid! 🙊 🍓 Link in bio<br><br>-<br><br>Préparez un goûter magique pour les petits aventuriers ! La confiture Extra aux 4 fruits rencontre les biscuits bateaux moelleux pour une douceur fruitée ! 🙊 🍓<br><br>#materne #madeinBelgium #MerciLesFruits #RechtUitHetHart #Extra #Fruitbeleg',Materne Belgium,5,BOTH
ad_1003166637637510_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_JX0OS5kUdSFQfcF,"'Vandaag is het Wereld Pastadag! <br>Als 100% Belgisch pastamerk vinden wij dat de beste manier om dit te vieren, het bereiden van het favoriete pastagerecht van de Belgen is: een goede spaghetti bolognaise 🍝<br><br>Wie doet er mee?<br><br>Repost @lizzylizzblog'",Soubry,5,NL
ad_1003224560747410_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_lPswxuUo0DEj0ZI,"'Simplifiez-vous la vie en commandant vos produits préférés sur carrefour.be. 📱 En ce moment, vous économisez 20€ sur votre première commande : vous êtes deux fois gagnant ! 😉'",Carrefour,5,FR
ad_1003292914215841_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_sULgFy3FAdhmmPR,'Een gepersonaliseerde bruiloft met My M&M’S®',My M&M's Belgique,5,NL
ad_1003323638076034_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_sYD4T0QG0rgqO5Y,"'Een kijkje in de keuken van de Fruiterie. Dit is Dagmars ontbijt: een restaurantwaardige avocadotoast die perfect matcht bij ons appel-kiwi, en komkommersap. En verder een smiley boterham, maar daar zullen we het verder niet over hebben…'",innocent - Belgium,5,NL
ad_1003358954042365_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_FlGRUCHCooVFoZt,'Back to school: da’s een nieuwe klas én een nieuw McMomentje: de Samourai Chicken.💛 Zin in meer deals? Check de McDo-app! 📱',McDonald's België,5,NL
ad_1003795407565641_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9KnXtLMhhgcTUAj,"'Rolling, rolling, rolling on the river...<br>of smokey barbecue crisps. 🎶 <br><br>Welke muziek zou er door jouw speakers komen?<br>-<br>Rolling, rolling on the river...<br>of smokey barbecue crisps. 🎶 <br><br>Quelle musique pourrait être diffusée par vos haut-parleurs ?'",Croky,5,BOTH
ad_1003891084150856_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_QcHwl0dPVGs2lA7,'Ontdek de budget packs van Danone en geniet van gratis thuislevering.',Danone Belgium,5,NL
ad_1004459110761950_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_M5LqKbrsXhz6nzQ,"'Een pizza delen 🤯? Geen denken aan! Bestel nu 1 pizza en ontvang de 2e 🍕 voor maar €5 bij leveren.', 'Een pizza delen 🤯? Geen denken aan! Bestel nu 1 Regular of Medium pizza en ontvang de 2e 🍕 voor maar €5 bij leveren.'",Domino's Pizza Belgium,5,NL
ad_1004612567548758_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dLDuwlfEf6ieKYS,'Les kids vont adorer ! Suivez-nous sur les réseaux sociaux pour découvrir en avant-première notre nouveau snack fun et malin ! 👀<br><br>Sortie prévue fin août 😋',Vache Bleue,5,FR
ad_1004697880785926_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dgfnez3A38bPsAC,"""Offrez-vous les délices effrayants de Godiva ! Découvrez nos gourmandises alléchantes d'Halloween !""",Godiva Europe,5,FR
ad_1004762414087136_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0x4U8anXjeqxjuS,'Neerploffen in je zetel en extra voordelig je inkopen doen? Op carrefour.be geniet je nu van 20€ korting op je eerste bestelling. 👏',Carrefour,5,NL
ad_1004799457214167_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_X63AiNeJtoOURNP,"""𝗡𝗟 ⬇️ 𝗖𝗢𝗡𝗖𝗢𝗨𝗥𝗦 𝗕𝗔𝗖𝗞 𝗧𝗢 𝗦𝗖𝗛𝗢𝗢𝗟 🎒<br><br>À l'approche de la rentrée, nous vous offrons la chance de remporter 30 bons gratuits de fromage Special Pasta et Special Gratin Entremont ! 🥳 <br><br>▶️ Pour participer, il vous suffit de :<br><br>❓Répondre à la question suivante : Combien de personnes auront vu le concours sur Facebook ?<br><br>Nous vous invitons également à liker notre page @entremont_be et à identifier les personnes avec qui vous aimeriez partager un bon repas.<br><br>Fin du concours le dimanche 27 août à 23h59. Tous les gagnants seront annoncés le lundi 28 août.<br><br>Pssst ! Pour doubler vos chances de gagner, n'hésitez pas à aller jouer sur notre page Facebook ! 🤩<br><br>Bonne chance à tous ! 🍀 <br>***<br>WEDSTRIJD 𝗕𝗔𝗖𝗞 𝗧𝗢 𝗦𝗖𝗛𝗢𝗢𝗟 🎒<br><br>Met de terugkeer naar school in zicht, geven we je de kans om 30 gratis Entremont Special Pasta en Special Gratin kaasbonnen te winnen! 🥳 <br><br>▶️ Deelnemen kan door: <br><br>❓Beantwoord volgende vraag: Hoeveel mensen hebben de wedstrijd op Instagram gezien?<br><br>We nodigen je ook uit om onze Entremont Belgium pagina te liken en mensen te taggen met wie je graag een lekkere maaltijd zou delen.<br><br>De wedstrijd eindigt op zondag 27 augustus om 23.59 uur. Alle winnaars worden bekend gemaakt op maandag 28 augustus.<br><br>Pssst! Om je winkansen te verdubbelen, aarzel dan niet om mee te spelen op Facebook l! 🤩<br><br>Veel succes allemaal! 🍀<br><br>#LekkerAnders #AutrementBon #Entremont #concours #wedstrijd #fromage #backtoschool #cheese #kaas #cheeselovers""",Entremont Belgium,5,BOTH
ad_1005025237258525_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_I8TsyOf7QUPcFvp,"'Deze week bij Albert Heijn, de strafste aanbiedingen!'",Albert Heijn België,5,NL
ad_1005167540748176_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5pjIr26INiBoJE5,'Wil je als eerste toegang tot nieuwe wedstrijden en leuke games? Vertel ons wat je favoriete drankje is en ga voor meer.',Aquarius,5,NL
ad_1005839867821697_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6dzQIhzG3KPjOSY,'De natuur staat centraal in alles wat we doen. Het ontwerp van de nieuwe Grande Réserve Verzamelfles 2024 brengt hulde aan het prachtig natuur van Chimay.',Chimay,5,BOTH
ad_1005969397135060_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_j3BDTVSyhBTMTDP,"'Ben jij klaar om een sleutelrol te spelen bij Ellis Gourmet Burger Brugge? We zoeken een enthousiaste collega die mee wil werken in zaal en keuken, en die verantwoordelijkheid durft nemen. <br><br>Wat krijg jij van ons? <br>✅Een leiderschapsrol in een bloeiend horeca-concept <br>✅Een competitief salaris<br>✅ Flexibele werkuren <br>✅ Échte doorgroeimogelijkheden<br><br>Solliciteer nu makkelijk online!'",Ellis,5,NL
ad_1005969440553275_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_uxev38aAoGetqgy,"""Crémeux, glacé et l'en-cas d'été idéal : le Thick Shake 🥤 ! Découvrez toutes les saveurs ici : ....""",Domino's Pizza Belgium,5,FR
ad_1006092227133691_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_QHKFtPxrQMcz8FU,'Amai! We krijgen het er helemaal warm van ... van onze aanbiedingen hé! 😏💙 Bekijk ze nu in onze nieuwe digitale folder.',ALDI Belgium,5,NL
ad_1006443553934107_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8tCHWlMCa9FzRFj,"""Proposez une bière sans alcool de qualité à vos clients. Vous n'avez pas encore la Carlsberg 0.0% à la carte ? Commandez maintenant un bac de Carlsberg et recevez un bac 0.0% gratuitement !""",Carlsberg,5,FR
ad_1006733577196626_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aD0d45WrQxY3vBP,"'Tous les mardis et samedis, toutes les pizzas à emporter sont à petits prix  🍕🤤 :<br>Regular = 6€<br>Medium = 7€<br>Large = 9€<br>XXL = 11€'",Domino's Pizza Belgium,5,FR
ad_1006836494366690_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_qw3qNLKZv2GcRD3,"'Prêts à économiser ? 📲 Accumulez dès maintenant des points pour économiser encore plus. Malin, hein ? #appliALDI #pointsALDI'",ALDI Belgium,5,FR
ad_1007053660587822_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_siembQyG4ut6009,'Getest en als favoriet gekozen door sommelier Deborah Hellburg van sterrenzaak Sensum! 🤩 Drink jij deze kanjer het liefst met of zonder gin? 😉',ALDI Belgium,5,NL
ad_1007145270323283_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_oLLlwBEuZQ6F57g,'Envie d’une bonne bière rafraichissante ? Trinquez avec notre Carlsberg 0.0% ! La meilleure bière sans alcool ? Probably.🍻',Carlsberg,5,BOTH
ad_1007292807563652_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_fkxMhZ72t5O9Vcd,"'Eindelijk zijn ze er weer. All you can love mosselen voor maar € 18,99.'",Lunch Garden,5,NL
ad_1007430747127199_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_MYI80UtoHynElNA,'La Grande Réserve fermentée en barrique 2023 livre enfin tous ses secrets… 🌟 La nouvelle édition #Calvados est disponible chez votre caviste préféré ! \u200b<br><br>#chimay #chimaylovers #grandereserve #grandereserve2023',Chimay,5,FR
ad_1007445414318798_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_r17AGGbC6Fxvt1o,"'❤️ Pour la meilleure maîtresse du monde ! ❤️<br><br>Quoi de mieux qu’un beau bricolage fait avec ses petites mains pour dire merci à sa maîtresse préférée ?<br><br>Un joli pot de confiture Bonne Maman vide, un peu de terreau, une jolie plante, quelques petits cailloux, de la ficelle et voici un magnifique cadeau à lui offrir pour montrer toute votre affection ! 🎁🥰<br><br>➡️ Découvrez notre nouveau DIY pour créer un joli terrarium afin de gâter toutes les maîtresses.'",Bonne Maman Belgique,5,FR
ad_1007606353872822_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_yMnZxbcwNCkRUgU,"""Des penne super bonnes à petit prix ? Les produits Carrefour vont vous étonner. Il ne vous reste plus qu'à trouver votre sauce préférée ! 😉""",Carrefour,5,FR
ad_1007640330348527_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_yIAOnuyge6sAGBR,'Découvrez les budget packs de Danone et profitez de la livraison gratuite.',Danone Belgium,5,FR
ad_10076627069074046_img.png,https://maastrichtuniversity.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_kPN2Zr9htTozX4D,"'Nieuw, krokant, spicy, maar vooral héél erg lekker. 🔥 Kom de Zinger burger range nu proeven in jouw KFC.'",KFC Belgium,5,NL
